Index;ax;ay;az;gx;gy;gz
481;0.24;0.08;1.28;15.08;-60.97;6.59
482;0.24;0.05;1.23;16.36;-81.30;7.69
483;0.20;0.03;1.18;15.14;-101.44;6.29
484;0.22;-0.00;1.04;14.59;-120.06;-0.12
485;0.17;0.04;1.07;11.54;-149.41;-17.94
486;0.09;0.07;1.12;11.17;-179.32;-26.43
487;0.02;0.06;1.12;12.70;-200.93;-33.51
488;0.01;0.09;1.11;15.63;-218.14;-38.39
489;-0.04;0.01;1.07;19.53;-231.26;-38.88
490;-0.09;0.06;1.06;18.74;-238.40;-40.47
491;-0.13;0.05;1.04;21.42;-240.36;-42.60
492;-0.16;0.06;1.04;25.45;-245.54;-40.83
493;-0.21;0.02;0.92;29.11;-253.05;-32.84
494;-0.25;-0.08;0.84;31.98;-258.30;-20.26
495;-0.29;-0.08;0.79;21.00;-262.15;-8.12
496;-0.35;-0.01;0.98;3.23;-268.19;-0.31
497;-0.32;0.06;1.09;-15.08;-280.33;7.02
498;-0.24;0.06;1.03;-24.78;-302.73;16.11
499;-0.32;-0.02;0.90;-26.06;-337.40;22.58
500;-0.40;-0.07;0.78;-30.58;-360.72;24.60
501;-0.49;-0.05;0.66;-37.29;-360.05;22.83
502;-0.53;-0.03;0.52;-39.25;-344.12;23.74
503;-0.54;-0.04;0.45;-39.86;-331.24;28.81
504;-0.61;0.01;0.63;-45.47;-332.40;34.42
505;-0.72;0.08;0.66;-53.89;-339.05;38.94
506;-0.68;0.16;0.56;-56.40;-333.74;45.78
507;-0.85;0.16;0.45;-46.94;-316.77;57.01
508;-1.03;0.10;0.31;-30.33;-284.42;64.09
509;-1.16;0.08;0.19;-14.89;-239.81;72.94
510;-1.11;-0.01;0.11;-1.22;-191.41;77.76
511;-1.00;-0.18;0.07;4.82;-149.78;73.49
512;-0.88;-0.30;0.04;-6.65;-122.01;60.30
513;-0.94;-0.28;0.09;-32.96;-112.49;43.03
514;-0.99;-0.23;0.06;-58.53;-110.60;28.32
515;-1.08;-0.18;0.04;-73.79;-103.70;19.41
516;-1.12;-0.13;0.02;-78.80;-88.26;15.56
517;-1.17;-0.10;0.02;-74.28;-66.47;12.70
518;-1.15;-0.10;0.01;-64.09;-44.31;8.42
519;-1.21;-0.07;0.01;-51.51;-21.97;2.50
520;-1.17;-0.05;0.01;-33.87;2.87;-1.77
521;-0.99;-0.08;-0.06;-14.34;29.60;-4.33
522;-0.95;-0.08;-0.03;2.20;46.88;-10.80
523;-0.93;-0.17;-0.04;18.98;48.52;-19.53
524;-0.94;-0.25;-0.02;21.61;44.01;-22.58
525;-1.00;-0.20;0.01;11.41;39.06;-19.10
526;-1.07;-0.14;0.05;0.67;40.71;-14.04
527;-1.10;-0.13;0.08;-7.63;51.82;-10.74
528;-1.13;-0.07;0.13;-12.82;68.30;-9.22
529;-1.04;-0.05;0.14;-12.63;87.40;-9.16
530;-1.04;-0.03;0.06;-8.97;107.36;-11.96
531;-0.90;-0.02;0.13;-0.06;119.20;-21.79
532;-0.89;-0.07;0.19;13.85;114.07;-32.78
533;-0.89;-0.07;0.18;19.53;107.73;-38.57
534;-0.88;-0.06;0.24;22.83;101.56;-38.82
535;-1.03;0.02;0.35;23.99;102.29;-30.52
536;-0.96;0.09;0.39;23.44;112.85;-20.08
537;-0.96;0.09;0.43;29.42;124.15;-13.24
538;-0.89;0.05;0.39;37.84;137.02;-10.25
539;-0.77;0.05;0.38;44.13;147.89;-12.15
540;-0.79;-0.01;0.48;53.28;142.15;-22.83
541;-0.82;-0.04;0.53;57.43;132.14;-34.91
542;-0.85;-0.06;0.58;54.26;128.17;-40.53
543;-0.86;-0.05;0.58;49.62;132.02;-41.93
544;-0.84;-0.08;0.58;44.56;140.50;-40.41
545;-0.85;-0.06;0.61;36.19;150.76;-37.48
546;-0.74;-0.02;0.62;28.99;159.42;-32.53
547;-0.74;-0.03;0.59;26.67;159.48;-25.02
548;-0.74;-0.04;0.58;26.31;161.68;-15.50
549;-0.70;-0.07;0.52;24.54;169.19;-5.86
550;-0.64;-0.10;0.47;17.09;184.39;-5.43
551;-0.60;0.03;0.66;12.02;197.39;-18.31
552;-0.60;0.06;0.81;17.21;199.83;-30.94
553;-0.56;0.06;0.89;20.87;194.70;-34.91
554;-0.53;0.07;0.91;23.56;186.95;-34.24
555;-0.52;0.07;0.93;27.34;177.43;-30.03
556;-0.50;0.05;0.90;29.72;169.37;-23.50
557;-0.47;0.03;0.90;29.05;164.98;-15.63
558;-0.50;0.05;0.91;26.06;165.71;-8.18
559;-0.41;0.07;0.88;26.49;168.33;-0.37
560;-0.42;0.02;0.82;29.97;168.27;7.87
561;-0.36;-0.10;0.62;28.20;172.30;12.82
562;-0.40;-0.07;0.75;17.46;184.63;11.54
563;-0.33;-0.00;0.93;8.54;199.46;3.66
564;-0.28;0.05;1.04;4.15;201.17;-5.49
565;-0.28;0.04;1.08;6.35;193.30;-12.88
566;-0.23;0.04;1.07;12.88;182.98;-14.10
567;-0.21;0.00;1.04;19.65;170.53;-13.92
568;-0.19;-0.03;1.03;20.26;160.89;-14.10
569;-0.19;0.00;1.05;16.48;153.14;-9.95
570;-0.14;-0.00;1.02;17.27;149.17;-2.81
571;-0.10;-0.02;0.99;18.19;145.02;3.60
572;-0.08;-0.01;1.00;17.09;140.38;8.67
573;-0.05;-0.04;0.96;17.52;137.45;11.11
574;-0.05;-0.09;0.97;16.48;136.54;10.07
575;-0.04;-0.09;1.02;10.86;137.94;6.53
576;-0.01;-0.08;1.08;4.76;138.73;0.18
577;0.02;-0.07;1.10;-0.55;137.39;-5.25
578;0.31;-0.08;1.07;-6.04;131.96;-8.54
579;0.06;0.32;1.25;-8.12;107.48;-1.77
580;0.18;-0.45;1.21;4.46;79.47;1.40
581;0.09;-0.02;1.17;-10.86;64.58;-61.71
582;0.21;-0.05;1.20;-19.47;64.27;-35.64
583;0.25;-0.02;1.20;-12.08;50.11;-13.12
584;0.26;-0.02;1.18;-7.57;31.80;0.85
585;0.26;-0.03;1.15;-7.08;18.19;3.11
586;0.26;0.02;1.19;-5.25;12.51;-2.87
587;0.27;0.01;1.21;0.06;9.09;-5.80
588;0.26;-0.05;1.16;2.62;1.59;-4.27
589;0.22;-0.05;1.10;0.18;-5.00;-1.71
590;0.19;-0.04;1.05;-4.03;-8.67;0.98
591;0.15;-0.01;1.02;-8.54;-11.17;4.21
592;0.13;0.01;0.99;-11.72;-8.54;8.42
593;0.11;0.04;0.97;-12.63;-4.39;10.99
594;0.10;0.06;0.97;-11.35;-1.46;12.51
595;0.08;0.05;0.98;-9.03;-0.49;12.15
596;0.06;0.03;0.99;-5.86;-1.65;9.58
597;0.05;0.02;1.01;-2.93;-1.89;6.47
598;0.05;0.02;1.03;-0.67;-0.92;3.11
599;0.06;0.02;1.04;1.40;-0.37;1.04
600;0.06;0.02;1.03;3.17;-0.31;0.06
601;0.05;0.01;1.02;4.88;0.00;0.18
602;0.05;-0.01;1.02;4.88;1.34;1.22
603;0.06;-0.01;1.01;2.50;3.42;2.69
604;0.07;-0.01;1.02;-0.18;5.62;2.93
605;0.07;-0.01;1.02;-2.81;6.84;1.16
606;0.08;0.01;1.03;-3.78;6.96;-1.40
607;0.08;0.00;1.03;-2.38;7.32;-2.75
608;0.10;0.08;1.02;1.34;6.53;-3.42
609;0.01;-0.04;1.01;6.47;3.91;-5.98
610;0.10;0.01;1.00;6.29;7.87;-7.87
611;0.06;-0.01;1.02;6.23;7.69;-0.67
612;0.08;-0.03;1.02;3.91;7.63;1.95
613;0.10;-0.01;1.03;-0.18;7.87;2.81
614;0.09;0.01;1.05;-3.05;6.96;2.75
615;0.11;0.01;1.06;-3.54;5.31;2.14
616;0.13;-0.00;1.06;-3.72;4.88;2.01
617;0.14;0.01;1.08;-4.64;3.42;-0.06
618;0.14;0.01;1.08;-4.94;0.43;-4.21
619;0.14;-0.01;1.06;-3.54;-2.44;-7.87
620;0.13;0.00;1.09;-2.14;-4.27;-10.62
621;0.14;-0.01;1.04;-1.16;-6.29;-12.51
622;0.13;-0.00;1.04;-1.95;-8.36;-13.67
623;0.15;0.03;1.09;-3.42;-10.56;-12.63
624;0.17;0.10;1.15;-3.54;-16.05;-11.72
625;0.18;0.11;1.21;-0.12;-24.84;-10.99
626;0.20;0.10;1.26;7.39;-37.78;-8.36
627;0.21;0.10;1.31;13.06;-57.01;-5.98
628;0.20;0.08;1.32;17.82;-79.59;-5.25
629;0.26;-0.00;1.20;15.93;-110.41;-13.79
630;0.14;-0.07;1.09;4.27;-147.16;-19.41
631;0.10;-0.05;0.97;-8.42;-167.30;-7.69
632;0.06;-0.05;0.99;-17.40;-176.64;-2.62
633;0.04;0.01;1.08;-27.95;-183.59;-4.46
634;0.01;0.11;1.21;-37.35;-189.21;-10.68
635;0.08;0.20;1.32;-34.06;-205.87;-20.75
636;0.05;0.10;1.26;-21.00;-227.97;-27.65
637;0.01;-0.00;1.11;-9.70;-251.83;-28.99
638;-0.10;-0.08;0.97;-5.86;-272.34;-28.81
639;-0.17;-0.13;0.87;-10.62;-279.72;-28.99
640;-0.20;-0.12;0.76;-21.06;-278.26;-29.85
641;-0.32;-0.10;0.83;-35.28;-277.65;-30.70
642;-0.38;0.07;1.03;-52.86;-281.07;-28.32
643;-0.36;0.11;0.99;-58.41;-286.38;-22.09
644;-0.34;0.07;0.85;-52.80;-293.03;-13.73
645;-0.44;0.07;0.82;-46.75;-293.64;-10.25
646;-0.50;0.06;0.75;-41.02;-284.79;-10.25
647;-0.55;0.08;0.64;-36.07;-269.84;-9.77
648;-0.57;0.03;0.53;-30.52;-255.31;-9.64
649;-0.62;0.02;0.58;-31.43;-248.29;-10.31
650;-0.66;0.04;0.62;-41.14;-248.35;-10.93
651;-0.69;0.06;0.59;-53.16;-246.58;-11.11
652;-0.70;-0.00;0.47;-59.57;-240.54;-10.56
653;-0.82;-0.15;0.40;-72.27;-229.80;-6.84
654;-1.01;0.08;0.35;-102.97;-207.95;3.42
655;-1.03;0.33;0.31;-117.19;-174.62;15.14
656;-0.95;0.37;0.38;-93.93;-141.42;24.11
657;-0.83;0.37;0.41;-65.25;-123.90;33.14
658;-0.74;0.34;0.38;-39.86;-122.74;37.54
659;-0.77;0.27;0.38;-19.35;-135.19;36.38
660;-0.86;0.15;0.33;-6.71;-147.16;32.47
661;-0.94;0.07;0.29;-7.57;-150.76;29.66
662;-0.98;0.04;0.24;-18.43;-144.29;28.38
663;-1.03;0.14;0.14;-31.13;-131.65;28.08
664;-1.03;0.20;0.10;-29.60;-116.09;28.87
665;-1.18;0.21;0.13;-18.55;-101.26;34.30
666;-1.11;0.16;0.06;-8.36;-75.32;36.74
667;-1.04;0.06;0.04;-2.81;-48.16;34.24
668;-0.96;0.01;0.07;-8.00;-30.09;29.66
669;-0.94;0.03;0.08;-18.68;-24.78;27.89
670;-0.95;0.09;0.12;-27.22;-25.21;24.78
671;-0.95;0.11;0.13;-29.48;-26.25;19.47
672;-1.03;0.14;0.13;-28.69;-24.41;17.27
673;-1.06;0.16;0.12;-24.84;-19.41;18.62
674;-1.09;0.15;0.08;-17.27;-9.03;21.24
675;-1.12;0.10;0.04;-8.91;5.55;24.05
676;-1.11;0.07;0.04;-5.86;23.13;25.76
677;-1.06;0.06;0.06;-8.12;40.77;25.76
678;-0.97;-0.02;0.02;-12.15;55.79;24.96
679;-0.92;-0.02;0.08;-21.61;61.40;23.99
680;-0.87;0.03;0.14;-35.89;57.50;25.51
681;-0.97;0.10;0.21;-43.82;48.03;27.71
682;-1.02;0.14;0.28;-43.03;43.52;29.54
683;-0.97;0.17;0.28;-37.35;48.83;31.74
684;-1.03;0.15;0.26;-26.31;53.28;35.52
685;-1.02;0.08;0.20;-18.31;56.40;39.92
686;-1.00;0.08;0.22;-16.30;57.86;42.97
687;-1.01;0.07;0.28;-13.43;60.24;43.58
688;-1.00;0.05;0.28;-9.95;67.02;43.46
689;-0.98;0.04;0.31;-8.48;76.35;42.30
690;-0.98;0.04;0.35;-7.45;85.94;39.73
691;-0.98;0.04;0.36;-5.68;94.79;36.68
692;-0.97;0.04;0.36;-2.62;101.81;36.80
693;-0.98;0.02;0.34;1.59;108.09;39.79
694;-0.96;-0.02;0.29;4.03;117.55;38.76
695;-0.94;-0.05;0.26;3.17;130.43;34.00
696;-0.90;-0.06;0.23;0.12;147.71;30.09
697;-0.83;-0.02;0.26;-3.85;167.36;26.00
698;-0.77;0.00;0.27;-2.20;187.26;19.29
699;-0.77;0.07;0.44;4.58;203.25;7.14
700;-0.74;0.14;0.60;22.58;211.73;-5.25
701;-0.69;0.10;0.67;48.10;210.14;-18.07
702;-0.71;-0.01;0.67;68.73;201.23;-27.04
703;-0.74;-0.09;0.66;76.60;190.98;-32.65
704;-0.72;-0.15;0.65;73.12;185.30;-35.34
705;-0.79;-0.19;0.63;61.46;187.74;-37.17
706;-0.75;-0.19;0.60;44.92;200.44;-37.29
707;-0.66;-0.14;0.61;27.95;214.78;-33.94
708;-0.56;-0.09;0.61;18.43;223.69;-28.69
709;-0.57;-0.07;0.62;13.55;228.58;-24.90
710;-0.53;-0.04;0.65;11.84;236.39;-28.02
711;-0.50;-0.04;0.70;17.52;244.38;-34.24
712;-0.48;-0.05;0.72;26.37;253.66;-40.04
713;-0.44;-0.08;0.74;35.77;260.56;-44.43
714;-0.39;-0.16;0.66;41.99;267.70;-45.96
715;-0.36;-0.23;0.66;38.76;277.65;-47.73
716;-0.31;-0.18;0.78;25.94;288.94;-54.02
717;-0.22;-0.13;0.86;15.81;295.78;-63.48
718;-0.15;-0.08;0.93;7.26;296.75;-69.34
719;-0.08;-0.01;0.98;2.08;292.72;-70.01
720;-0.02;0.02;1.01;2.93;285.40;-68.18
721;0.02;0.03;1.07;5.49;275.27;-64.27
722;0.09;0.01;1.12;5.92;262.33;-58.29
723;0.11;-0.03;1.17;1.71;245.12;-52.25
724;0.17;-0.02;1.21;-7.69;225.04;-47.12
725;0.23;0.02;1.27;-20.87;200.07;-42.30
726;0.32;0.08;1.32;-29.72;172.30;-38.82
727;0.45;0.16;1.33;-32.84;142.94;-35.03
728;0.40;0.36;1.37;-24.41;104.68;-29.66
729;0.47;-0.35;1.39;6.65;35.71;-25.76
730;0.14;0.14;1.23;-10.74;29.17;-148.01
731;0.69;0.13;1.15;-11.05;39.06;-66.71
732;0.39;0.05;1.20;15.38;-4.03;-12.39
733;0.40;0.03;1.16;24.23;-27.40;0.61
734;0.39;0.05;1.11;21.85;-38.88;2.56
735;0.43;0.11;1.11;20.63;-40.71;13.24
736;0.32;-0.01;1.09;21.30;-42.36;22.28
737;0.34;0.01;1.03;14.04;-33.39;15.08
738;0.27;0.01;1.00;4.27;-25.21;10.74
739;0.23;-0.01;0.97;-2.62;-14.77;9.64
740;0.18;0.02;0.97;-7.32;-6.04;7.20
741;0.18;0.04;0.97;-8.42;1.40;4.76
742;0.14;0.04;0.96;-6.35;5.31;5.74
743;0.13;0.03;0.96;-2.08;7.20;9.22
744;0.13;0.01;0.98;1.71;8.00;13.06
745;0.12;0.01;1.01;3.42;6.04;15.81
746;0.13;0.01;1.03;4.64;4.03;17.52
747;0.14;-0.02;1.05;4.88;1.77;17.70
748;0.13;0.00;1.06;2.75;2.01;10.50
749;0.15;-0.00;1.06;0.73;2.20;9.89
750;0.13;-0.01;1.06;1.16;-1.28;7.63
751;0.14;-0.02;1.05;1.89;-3.11;3.60
752;0.13;-0.02;1.03;3.54;-5.13;0.37
753;0.12;-0.03;1.01;5.43;-6.23;-0.55
754;0.12;-0.03;1.00;5.68;-5.74;-0.73
755;0.11;-0.03;1.00;4.70;-4.88;-0.37
756;0.12;-0.02;1.00;3.23;-3.17;0.43
757;0.12;-0.02;1.00;1.22;-1.10;1.10
758;0.13;-0.01;1.00;-0.73;2.26;0.79
759;0.14;0.01;1.03;-1.59;4.82;-0.55
760;0.15;0.01;1.04;-0.67;5.25;-1.95
761;0.14;0.00;1.04;0.37;4.21;-2.62
762;0.14;0.00;1.04;1.46;2.56;-2.32
763;0.14;-0.01;1.04;1.28;1.16;-0.49
764;0.14;-0.01;1.03;0.00;-0.55;1.71
765;0.14;0.00;1.03;-1.28;-1.83;3.30
766;0.15;0.01;1.03;-2.75;-2.87;4.21
767;0.16;0.03;1.03;-3.36;-3.23;4.03
768;0.16;0.02;1.03;-2.14;-3.91;2.93
769;0.15;0.03;1.03;-0.79;-4.39;1.10
770;0.15;0.02;1.04;0.98;-4.70;-0.12
771;0.14;0.01;1.03;2.62;-5.62;-1.40
772;0.13;0.01;1.03;2.81;-6.29;-1.59
773;0.13;0.01;1.03;2.32;-7.02;-0.98
774;0.13;0.01;1.04;1.59;-8.18;0.67
775;0.17;0.04;1.09;-0.12;-9.22;2.26
776;0.18;0.04;1.09;-0.12;-11.96;4.15
777;0.19;0.03;1.10;1.53;-16.72;7.39
778;0.21;0.02;1.09;1.53;-21.67;10.38
779;0.21;-0.01;1.08;-0.18;-26.79;12.02
780;0.21;0.02;1.12;-3.78;-31.80;11.29
781;0.20;0.09;1.21;-6.16;-39.06;8.18
782;0.21;0.06;1.22;-0.49;-49.32;4.64
783;0.21;0.04;1.18;4.52;-61.83;2.56
784;0.22;-0.00;1.18;9.03;-76.84;2.99
785;0.22;0.01;1.19;8.06;-91.86;4.82
786;0.20;0.12;1.43;3.91;-110.05;6.16
787;0.33;0.15;1.42;8.48;-136.35;4.76
788;0.42;0.10;1.42;0.98;-208.92;-30.70
789;0.24;-0.01;1.35;-9.52;-275.21;-23.50
790;0.20;-0.05;1.14;-18.49;-329.22;-7.14
791;0.16;-0.11;0.82;-28.20;-370.91;2.01
792;0.04;-0.01;0.87;-41.56;-403.69;4.88
793;-0.09;0.08;0.85;-48.16;-426.45;8.00
794;-0.15;0.09;0.82;-41.38;-435.00;16.60
795;-0.08;0.02;0.65;-32.10;-442.32;24.96
796;-0.29;-0.01;0.71;-30.09;-451.60;25.63
797;-0.39;0.03;0.77;-33.51;-448.18;20.02
798;-0.52;-0.03;0.67;-32.53;-426.03;14.95
799;-0.61;-0.02;0.60;-32.23;-390.87;7.20
800;-0.67;-0.10;0.47;-31.68;-351.26;1.34
801;-0.64;-0.22;0.23;-39.79;-313.90;-2.26
802;-0.63;-0.30;0.29;-66.65;-294.92;-2.14
803;-0.61;-0.31;0.39;-112.98;-292.18;1.53
804;-0.72;-0.36;0.27;-167.85;-285.83;3.23
805;-0.95;0.18;0.26;-219.67;-275.27;-0.67
806;-0.98;0.30;0.23;-213.93;-256.53;-1.59
807;-1.08;0.53;0.09;-172.49;-237.67;14.83
808;-1.18;0.65;-0.05;-103.64;-221.25;34.85
809;-1.30;0.52;-0.02;-19.84;-201.84;51.82
810;-1.18;0.23;-0.02;46.81;-164.61;62.07
811;-1.04;-0.03;-0.03;75.62;-124.45;65.80
812;-0.96;-0.18;-0.05;66.47;-95.15;64.33
813;-0.92;-0.17;-0.01;37.66;-77.70;54.20
814;-0.97;-0.14;0.03;5.37;-68.54;39.12
815;-1.05;-0.05;0.04;-21.67;-60.91;24.90
816;-1.08;0.01;0.04;-38.70;-50.29;13.98
817;-1.11;0.08;0.04;-44.62;-35.89;7.81
818;-1.13;0.14;0.05;-40.47;-19.96;5.37
819;-1.02;0.15;0.00;-28.81;-2.08;4.21
820;-1.13;0.10;-0.01;-13.73;11.84;4.09
821;-1.11;0.04;-0.01;-6.65;28.81;3.11
822;-1.08;0.00;-0.02;-7.45;47.42;2.62
823;-0.95;0.01;0.01;-13.31;60.49;1.83
824;-0.92;0.02;0.04;-21.00;61.46;3.54
825;-0.87;0.07;0.09;-27.83;55.42;4.94
826;-0.98;0.10;0.17;-30.64;47.06;5.98
827;-1.01;0.14;0.18;-29.54;45.29;6.77
828;-1.06;0.12;0.18;-26.67;50.35;6.84
829;-1.10;0.13;0.19;-24.35;62.32;7.57
830;-1.12;0.10;0.19;-21.18;80.38;7.57
831;-1.11;0.04;0.08;-19.23;103.52;6.65
832;-0.92;-0.03;0.02;-19.90;127.56;6.96
833;-0.72;0.04;0.17;-24.05;126.95;6.23
834;-0.85;0.10;0.33;-28.20;105.22;5.98
835;-0.93;0.13;0.40;-26.12;89.42;5.74
836;-0.92;0.14;0.38;-20.51;87.28;6.23
837;-0.90;0.13;0.40;-12.76;85.69;7.08
838;-0.91;0.13;0.41;-5.49;80.93;6.35
839;-0.99;0.12;0.44;1.95;76.66;7.08
840;-1.01;0.09;0.45;9.34;75.13;9.46
841;-1.02;0.08;0.43;12.63;79.41;12.27
842;-1.04;0.04;0.40;12.88;90.52;12.94
843;-1.01;0.02;0.36;10.68;111.15;9.58
844;-0.90;-0.03;0.20;7.75;137.70;5.55
845;-0.81;-0.08;0.21;2.87;165.83;3.17
846;-0.78;0.01;0.39;-3.54;188.35;2.32
847;-0.74;0.11;0.55;-10.62;202.03;0.24
848;-0.74;0.18;0.64;-8.30;207.15;-1.28
849;-0.73;0.20;0.68;2.44;204.04;-0.55
850;-0.73;0.19;0.67;18.62;196.72;1.95
851;-0.73;0.14;0.61;35.40;191.71;4.88
852;-0.74;0.10;0.61;49.13;193.12;7.87
853;-0.69;0.01;0.47;59.45;203.12;9.40
854;-0.65;-0.07;0.41;59.75;223.51;6.04
855;-0.58;-0.11;0.50;54.57;244.81;-4.03
856;-0.54;-0.13;0.62;46.02;257.51;-17.33
857;-0.50;-0.13;0.72;31.86;263.55;-32.53
858;-0.45;-0.14;0.80;16.60;264.04;-47.49
859;-0.42;-0.09;0.86;1.34;260.01;-60.61
860;-0.40;-0.04;0.88;-9.46;253.85;-73.00
861;-0.35;0.02;0.87;-13.24;249.02;-82.21
862;-0.32;0.09;0.88;-9.16;247.25;-86.00
863;-0.30;0.17;0.89;5.49;246.89;-84.47
864;-0.24;0.16;0.85;28.99;247.44;-79.71
865;-0.20;0.07;0.79;51.88;248.11;-73.12
866;-0.17;0.02;0.82;64.39;252.56;-67.75
867;-0.12;0.01;0.88;70.43;258.42;-66.41
868;-0.06;-0.05;0.93;68.85;261.66;-64.27
869;0.00;-0.10;0.98;56.64;262.15;-61.46
870;0.06;-0.12;1.04;37.78;259.40;-59.51
871;0.13;-0.09;1.11;14.47;252.50;-59.51
872;0.20;-0.04;1.21;-7.39;241.70;-58.78
873;0.27;0.01;1.33;-28.20;223.39;-55.42
874;0.36;0.10;1.42;-45.35;197.20;-48.83
875;0.42;0.19;1.47;-51.70;161.44;-40.28
876;0.59;0.27;1.36;-45.29;124.15;-33.45
877;1.23;1.00;1.39;-22.64;72.14;-15.69
878;-0.06;-0.34;1.36;4.88;-1.95;-69.03
879;0.75;0.24;1.05;-18.98;21.48;-124.15
880;0.56;0.15;1.13;-1.71;2.93;-39.73
881;0.50;0.10;1.16;24.11;-41.56;-12.82
882;0.39;0.09;1.15;32.84;-63.48;-12.70
883;0.35;0.10;1.10;35.71;-73.12;-5.49
884;0.27;0.06;1.08;37.78;-73.18;6.16
885;0.20;-0.00;1.03;33.94;-66.59;18.19
886;0.18;-0.04;0.97;21.36;-54.44;21.36
887;0.13;-0.01;0.94;4.58;-41.08;15.56
888;0.08;0.01;0.93;-7.63;-29.05;12.33
889;0.07;0.03;0.92;-12.82;-17.52;14.65
890;0.06;0.03;0.91;-13.00;-10.01;19.10
891;0.04;0.04;0.92;-10.13;-5.37;22.22
892;0.05;0.03;0.93;-4.70;-0.73;22.46
893;0.05;0.02;0.96;0.37;0.06;19.29
894;0.03;0.01;0.99;3.78;-0.37;16.36
895;0.04;0.01;1.02;5.19;1.83;10.99
896;0.04;0.00;1.03;5.25;4.58;2.56
897;0.05;-0.00;1.03;4.03;6.23;-5.68
898;0.05;0.00;1.02;2.26;7.08;-12.08
899;0.06;0.01;1.02;0.85;6.77;-15.14
900;0.07;0.02;1.02;0.61;5.68;-14.95
901;0.09;0.02;1.02;0.92;4.03;-12.88
902;0.11;0.02;1.02;1.46;2.44;-10.56
903;0.14;0.06;1.08;1.71;1.22;-8.91
904;0.17;0.10;1.13;2.14;-1.10;-9.34
905;0.18;0.08;1.15;6.53;-7.14;-9.95
906;0.18;-0.00;1.18;12.21;-18.80;-9.83
907;0.24;0.10;1.21;8.79;-26.43;-12.08
908;0.25;0.04;1.20;7.87;-37.48;-2.99
909;0.24;0.03;1.20;6.59;-54.20;6.41
910;0.26;0.05;1.20;2.62;-67.75;16.60
911;0.25;0.09;1.24;0.18;-83.80;27.16
912;0.23;0.08;1.24;-1.65;-102.29;33.20
913;0.23;0.02;1.08;-3.91;-117.86;34.48
914;0.19;0.06;1.09;-7.69;-131.16;31.68
915;0.14;0.14;1.23;-7.02;-145.32;26.25
916;0.12;0.14;1.28;-0.37;-159.61;19.78
917;0.18;0.10;1.08;6.35;-181.21;13.31
918;0.12;0.08;1.16;-1.53;-238.04;-14.22
919;-0.03;-0.00;1.11;-9.40;-272.34;-4.03
920;-0.04;-0.04;0.90;-12.27;-293.82;12.82
921;-0.04;-0.08;0.72;-19.35;-303.65;22.77
922;-0.14;-0.03;0.69;-30.76;-307.74;26.31
923;-0.29;0.17;1.02;-39.55;-314.88;23.32
924;-0.29;0.21;1.09;-30.46;-316.77;21.24
925;-0.29;0.07;0.84;-11.47;-318.42;23.56
926;-0.38;-0.05;0.70;-0.06;-317.63;24.41
927;-0.51;-0.12;0.66;-3.30;-304.44;17.21
928;-0.59;-0.15;0.58;-16.97;-282.53;12.27
929;-0.62;-0.11;0.56;-32.96;-261.54;14.95
930;-0.59;-0.08;0.54;-50.35;-252.99;20.81
931;-0.57;-0.01;0.53;-67.63;-254.33;23.50
932;-0.68;0.08;0.74;-77.88;-266.05;21.36
933;-0.73;0.11;0.73;-77.94;-267.46;15.81
934;-0.74;0.05;0.63;-72.33;-257.81;8.18
935;-0.76;-0.04;0.54;-69.03;-244.57;0.85
936;-0.79;-0.22;0.40;-72.69;-228.52;-3.85
937;-0.81;-0.05;0.22;-98.27;-214.17;-5.25
938;-0.80;0.01;0.19;-119.26;-210.75;-4.09
939;-0.84;0.20;0.33;-125.37;-211.55;5.19
940;-0.82;0.40;0.39;-112.06;-214.29;20.57
941;-0.81;0.44;0.33;-75.56;-216.37;28.81
942;-0.87;0.30;0.15;-27.34;-219.12;32.71
943;-0.92;0.16;0.13;7.57;-219.24;38.09
944;-1.00;0.09;0.17;20.32;-217.47;45.96
945;-1.06;0.09;0.15;16.24;-205.81;55.91
946;-1.01;0.09;0.13;10.44;-189.76;67.02
947;-1.09;0.08;0.03;4.76;-178.34;76.48
948;-1.12;0.06;-0.13;0.00;-161.93;76.48
949;-1.26;-0.02;-0.16;3.60;-141.17;63.78
950;-1.31;-0.07;-0.15;6.23;-108.83;43.33
951;-1.28;-0.04;-0.11;2.01;-67.63;24.11
952;-1.18;-0.07;-0.13;-4.64;-25.88;6.77
953;-1.06;-0.03;-0.11;-12.15;9.03;-7.08
954;-0.99;0.02;-0.10;-14.83;28.20;-16.72
955;-0.97;0.01;-0.09;-14.10;35.03;-19.96
956;-0.94;0.06;-0.10;-13.24;36.80;-16.36
957;-1.07;0.07;-0.07;-9.64;40.71;-11.96
958;-1.11;0.06;-0.06;-4.03;49.50;-8.06
959;-1.11;0.02;-0.07;-0.06;64.82;-5.74
960;-1.01;-0.03;-0.12;-0.31;82.76;-3.66
961;-1.12;-0.12;-0.07;-6.53;95.34;-0.37
962;-0.99;-0.08;-0.06;-21.55;112.43;5.31
963;-0.90;-0.09;-0.05;-38.70;119.26;8.48
964;-0.84;0.01;0.11;-53.34;114.75;6.90
965;-0.86;0.16;0.23;-57.25;102.29;2.99
966;-0.95;0.19;0.31;-49.44;90.45;-2.26
967;-0.99;0.24;0.35;-36.38;85.33;-4.82
968;-1.03;0.23;0.35;-21.73;86.55;-6.23
969;-1.03;0.19;0.28;-5.49;86.18;-3.23
