Index;ax;ay;az;gx;gy;gz
476;-0.17;-0.10;0.89;14.53;-20.57;-7.75
477;-0.18;-0.14;0.88;20.81;-23.32;-8.12
478;-0.19;-0.18;0.88;23.80;-24.35;-8.06
479;-0.20;-0.21;0.88;21.48;-22.40;-8.42
480;-0.19;-0.22;0.88;16.30;-18.31;-7.87
481;-0.19;-0.21;0.87;9.89;-13.92;-7.08
482;-0.19;-0.19;0.85;3.97;-9.70;-5.68
483;-0.18;-0.15;0.83;-0.06;-6.59;-4.39
484;-0.18;-0.13;0.81;-1.04;-5.25;-3.72
485;-0.18;-0.12;0.79;-0.18;-4.39;-3.30
486;-0.17;-0.10;0.77;1.65;-3.91;-3.42
487;-0.16;-0.10;0.77;4.88;-3.48;-4.09
488;-0.17;-0.12;0.76;9.16;-4.09;-5.19
489;-0.17;-0.14;0.76;12.27;-3.91;-6.35
490;-0.17;-0.17;0.76;13.31;-3.17;-7.32
491;-0.18;-0.19;0.76;11.90;-1.65;-7.75
492;-0.18;-0.20;0.76;8.36;0.43;-7.20
493;-0.17;-0.20;0.77;3.42;2.14;-5.19
494;-0.17;-0.18;0.78;-1.34;3.11;-3.48
495;-0.16;-0.15;0.79;-4.88;3.60;-2.08
496;-0.16;-0.12;0.80;-5.62;3.66;-1.34
497;-0.16;-0.12;0.82;-3.91;3.72;-0.67
498;-0.16;-0.13;0.83;-1.04;3.91;-1.83
499;-0.17;-0.14;0.84;0.98;4.70;-3.30
500;-0.18;-0.15;0.85;1.65;6.53;-3.78
501;-0.19;-0.15;0.88;0.92;8.79;-3.72
502;-0.19;-0.16;0.91;-0.61;11.41;-3.36
503;-0.20;-0.17;0.95;-2.20;13.92;-2.01
504;-0.20;-0.17;0.98;-3.23;16.42;0.24
505;-0.20;-0.19;1.02;-4.82;18.55;2.93
506;-0.19;-0.18;1.04;-7.02;19.53;4.82
507;-0.19;-0.17;1.07;-8.67;18.86;5.55
508;-0.19;-0.15;1.08;-9.16;16.66;5.55
509;-0.19;-0.14;1.10;-8.61;13.49;5.00
510;-0.19;-0.13;1.11;-6.16;10.13;4.03
511;-0.20;-0.15;1.12;-3.60;6.96;2.81
512;-0.20;-0.15;1.13;-1.71;4.70;1.77
513;-0.20;-0.16;1.14;-0.31;3.60;0.92
514;-0.21;-0.18;1.15;1.22;3.30;-0.06
515;-0.21;-0.19;1.15;1.65;3.85;-0.55
516;-0.20;-0.19;1.14;2.08;3.91;-1.10
517;-0.21;-0.19;1.13;1.89;3.17;-1.22
518;-0.21;-0.19;1.11;1.28;2.56;-1.16
519;-0.22;-0.18;1.09;-0.06;1.83;-1.04
520;-0.22;-0.15;1.06;-0.61;1.71;-0.92
521;-0.22;-0.13;1.04;0.24;1.28;-1.34
522;-0.21;-0.14;1.02;2.26;0.79;-1.89
523;-0.21;-0.14;1.01;3.78;0.55;-2.32
524;-0.20;-0.15;1.00;5.43;0.61;-2.32
525;-0.20;-0.16;1.00;5.68;0.85;-1.95
526;-0.21;-0.16;1.00;4.76;1.65;-1.22
527;-0.21;-0.16;0.99;2.81;2.87;-0.73
528;-0.21;-0.15;0.99;1.34;4.39;-0.12
529;-0.20;-0.12;0.99;0.12;5.62;0.31
530;-0.18;-0.12;0.99;0.12;5.74;0.24
531;-0.18;-0.12;1.00;1.28;4.52;-0.06
532;-0.17;-0.13;1.01;2.81;2.56;-0.55
533;-0.17;-0.15;1.03;3.91;0.49;-0.79
534;-0.17;-0.16;1.05;4.52;-0.37;-0.73
535;-0.19;-0.17;1.06;4.52;-0.85;-0.73
536;-0.21;-0.16;1.08;3.85;-0.61;-0.37
537;-0.22;-0.15;1.11;2.87;0.18;0.00
538;-0.22;-0.15;1.13;2.62;1.34;0.43
539;-0.22;-0.14;1.16;2.93;2.08;1.34
540;-0.21;-0.16;1.19;4.33;2.26;2.69
541;-0.21;-0.20;1.21;5.62;1.46;4.21
542;-0.20;-0.20;1.23;4.58;0.73;5.74
543;-0.19;-0.19;1.24;2.87;-0.61;6.16
544;-0.20;-0.19;1.24;2.56;-2.81;5.62
545;-0.20;-0.18;1.23;2.44;-5.37;4.52
546;-0.20;-0.16;1.22;2.93;-9.22;3.30
547;-0.20;-0.15;1.20;4.52;-14.40;2.14
548;-0.20;-0.15;1.20;6.96;-20.08;0.98
549;-0.21;-0.16;1.18;9.34;-25.27;0.43
550;-0.23;-0.18;1.17;10.74;-29.48;0.43
551;-0.25;-0.19;1.15;11.05;-32.10;0.85
552;-0.27;-0.21;1.12;11.05;-33.57;1.71
553;-0.28;-0.21;1.09;9.34;-33.63;2.44
554;-0.29;-0.21;1.05;7.26;-33.02;3.36
555;-0.28;-0.19;1.02;5.07;-31.56;4.52
556;-0.27;-0.16;0.99;4.03;-30.15;4.03
557;-0.27;-0.14;0.96;5.00;-29.48;1.83
558;-0.26;-0.14;0.93;8.30;-29.54;-0.98
559;-0.26;-0.14;0.90;13.18;-30.27;-3.85
560;-0.25;-0.16;0.87;17.52;-31.68;-6.23
561;-0.14;-0.18;0.83;19.71;-32.78;-8.42
562;-0.63;-0.27;0.83;19.47;-32.78;-5.68
563;-0.15;-0.33;0.70;7.75;-4.58;7.87
564;-0.19;-0.10;0.68;-4.46;-4.27;1.28
565;-0.39;-0.24;0.64;-4.15;-9.58;6.90
566;-0.18;-0.04;0.62;-15.32;6.29;4.58
567;-0.17;-0.01;0.62;-14.77;11.72;4.33
568;-0.17;0.01;0.63;-4.39;8.61;-1.10
569;-0.20;-0.06;0.63;7.57;4.15;-4.82
570;-0.18;-0.13;0.62;16.42;1.77;-6.10
571;-0.17;-0.15;0.63;19.17;-0.43;-8.24
572;-0.16;-0.16;0.65;18.86;-1.71;-10.01
573;-0.14;-0.18;0.67;18.25;-3.48;-10.56
574;-0.15;-0.20;0.69;16.91;-4.70;-10.01
575;-0.14;-0.23;0.70;13.61;-5.49;-8.36
576;-0.21;-0.24;0.72;7.93;-5.19;-6.96
577;-0.12;-0.18;0.73;0.49;-3.11;-1.65
578;-0.15;-0.18;0.74;-3.78;-2.14;3.60
579;-0.18;-0.17;0.75;-7.32;1.34;1.28
580;-0.16;-0.13;0.77;-11.35;6.71;0.31
581;-0.17;-0.12;0.78;-11.84;10.80;0.61
582;-0.15;-0.13;0.79;-10.93;15.20;0.98
583;-0.14;-0.14;0.80;-11.84;18.01;1.89
584;-0.14;-0.13;0.80;-13.92;18.86;2.87
585;-0.15;-0.12;0.82;-16.42;18.80;4.15
586;-0.14;-0.09;0.84;-18.25;18.74;5.37
587;-0.14;-0.06;0.87;-18.74;19.71;5.92
588;-0.15;-0.04;0.89;-16.48;21.00;5.80
589;-0.13;-0.02;0.90;-12.76;22.28;5.25
590;-0.12;-0.01;0.91;-7.75;23.19;4.21
591;-0.13;-0.04;0.91;-2.93;23.19;3.11
592;-0.16;-0.07;0.91;-0.85;23.13;2.69
593;-0.19;-0.08;0.90;-1.46;23.13;2.99
594;-0.22;-0.10;0.91;-2.75;23.93;3.85
595;-0.26;-0.14;0.93;-3.60;25.70;5.86
596;-0.28;-0.17;0.96;-4.70;29.54;9.03
597;-0.29;-0.19;0.98;-5.98;34.55;11.23
598;-0.29;-0.21;0.99;-7.32;38.94;13.12
599;-0.29;-0.20;1.00;-9.34;41.75;14.16
600;-0.29;-0.18;1.00;-10.19;42.72;13.43
601;-0.29;-0.15;1.01;-10.19;41.99;11.17
602;-0.30;-0.13;1.04;-8.85;40.34;8.54
603;-0.31;-0.14;1.08;-4.88;39.12;5.92
604;-0.33;-0.18;1.11;-1.10;38.76;4.15
605;-0.30;-0.25;1.14;-0.24;39.61;2.32
606;-0.31;-0.23;1.17;-3.48;43.21;-0.49
607;-0.03;-0.15;1.19;-6.35;44.98;0.55
608;-0.32;-0.32;1.17;-2.81;34.79;-13.98
609;-0.29;-0.15;1.18;-5.31;22.95;-41.08
610;-0.20;-0.06;1.22;-6.65;20.20;-3.97
611;-0.09;-0.16;1.28;0.31;18.74;13.37
612;-0.12;-0.05;1.38;-0.67;17.88;-8.73
613;-0.16;-0.18;1.43;5.62;14.16;-11.41
614;-0.22;-0.28;1.42;9.16;13.73;-6.53
615;-0.21;-0.24;1.45;1.04;18.31;-4.46
616;-0.13;-0.09;1.46;-5.07;21.79;-0.06
617;-0.10;-0.11;1.46;-1.77;20.39;1.95
618;-0.12;-0.12;1.44;2.32;15.81;2.26
619;-0.08;-0.11;1.43;2.62;9.34;3.91
620;-0.09;-0.12;1.43;3.36;1.28;4.64
621;-0.13;-0.14;1.41;4.03;-4.64;4.64
622;-0.20;-0.18;1.37;4.33;-8.67;3.54
623;-0.20;-0.18;1.34;1.83;-6.04;3.36
624;-0.15;-0.13;1.33;-1.04;-2.44;7.02
625;-0.11;-0.13;1.32;-1.16;-2.26;10.25
626;-0.14;-0.13;1.29;0.31;-6.23;9.34
627;-0.14;-0.07;1.27;1.53;-9.40;9.46
628;-0.14;-0.05;1.25;6.71;-12.08;8.48
629;-0.15;-0.07;1.24;14.59;-13.61;3.97
630;-0.16;-0.15;1.19;21.24;-14.83;0.31
631;-0.19;-0.20;1.15;21.42;-13.61;-1.71
632;-0.16;-0.12;1.16;16.54;-10.44;-0.67
633;-0.13;-0.09;1.17;17.64;-11.29;-0.73
634;-0.13;-0.17;1.16;24.48;-17.21;-3.05
635;-0.16;-0.24;1.14;28.08;-23.62;-4.33
636;-0.17;-0.25;1.12;25.51;-26.86;-3.17
637;-0.16;-0.21;1.11;19.78;-28.02;-0.85
638;-0.16;-0.18;1.09;17.27;-29.60;0.37
639;-0.18;-0.20;1.05;17.46;-31.49;0.24
640;-0.28;-0.20;1.02;16.85;-33.14;0.55
641;-0.14;-0.22;1.00;11.60;-20.02;0.49
642;-0.13;-0.13;0.99;9.46;-24.96;-4.52
643;-0.27;-0.22;0.96;14.77;-30.15;-6.47
644;-0.18;-0.18;0.94;13.06;-29.30;-2.93
645;-0.22;-0.20;0.92;13.00;-29.66;-3.85
646;-0.20;-0.18;0.91;12.27;-28.08;-6.65
647;-0.20;-0.19;0.90;12.33;-29.48;-5.19
648;-0.20;-0.21;0.89;12.08;-29.30;-3.85
649;-0.19;-0.20;0.88;9.52;-26.55;-4.15
650;-0.19;-0.18;0.87;6.71;-23.93;-5.31
651;-0.20;-0.16;0.86;4.46;-21.30;-5.55
652;-0.20;-0.14;0.84;3.17;-18.62;-4.52
653;-0.19;-0.12;0.82;3.85;-16.78;-3.85
654;-0.18;-0.12;0.80;6.35;-16.60;-4.27
655;-0.19;-0.14;0.79;8.24;-17.15;-5.19
656;-0.21;-0.16;0.78;8.97;-17.58;-6.41
657;-0.21;-0.18;0.78;8.54;-17.33;-6.59
658;-0.22;-0.19;0.77;5.92;-16.05;-5.98
659;-0.21;-0.19;0.76;2.08;-13.43;-5.49
660;-0.21;-0.16;0.75;-1.95;-10.44;-5.31
661;-0.21;-0.14;0.73;-4.58;-7.45;-5.07
662;-0.21;-0.10;0.74;-5.07;-4.94;-4.76
663;-0.20;-0.09;0.74;-3.60;-2.44;-5.07
664;-0.21;-0.08;0.75;-1.04;0.12;-5.19
665;-0.20;-0.09;0.77;2.32;2.56;-4.94
666;-0.20;-0.12;0.78;5.07;4.76;-3.85
667;-0.19;-0.14;0.79;5.13;6.71;-2.38
668;-0.19;-0.14;0.81;3.30;8.30;-2.08
669;-0.19;-0.13;0.83;0.98;9.89;-1.65
670;-0.19;-0.12;0.86;0.18;12.02;-1.10
671;-0.20;-0.13;0.90;0.37;14.59;-0.79
672;-0.21;-0.14;0.93;1.10;17.27;-0.49
673;-0.21;-0.15;0.96;1.40;19.35;0.18
674;-0.22;-0.16;0.99;0.92;20.69;1.28
675;-0.21;-0.18;1.01;-0.49;20.87;2.69
676;-0.21;-0.18;1.03;-2.62;20.69;4.15
677;-0.20;-0.17;1.06;-4.64;20.39;5.07
678;-0.21;-0.17;1.08;-5.55;19.65;5.25
679;-0.20;-0.16;1.10;-5.00;18.80;5.13
680;-0.20;-0.16;1.11;-3.30;17.64;4.76
681;-0.20;-0.17;1.12;-1.40;16.24;4.03
682;-0.20;-0.18;1.12;-0.18;14.28;3.30
683;-0.19;-0.18;1.12;0.43;12.45;2.50
684;-0.19;-0.19;1.12;0.55;10.25;1.89
685;-0.19;-0.19;1.11;0.06;8.00;1.53
686;-0.19;-0.18;1.10;-0.31;6.29;1.10
687;-0.20;-0.17;1.09;-0.61;4.88;0.92
688;-0.20;-0.16;1.07;-0.98;3.48;0.85
689;-0.21;-0.14;1.05;-1.10;2.69;0.55
690;-0.20;-0.12;1.04;-0.55;2.08;-0.12
691;-0.20;-0.11;1.03;1.59;1.34;-1.40
692;-0.21;-0.13;1.03;5.13;0.98;-2.75
693;-0.21;-0.15;1.02;7.75;0.98;-3.60
694;-0.21;-0.16;1.03;8.48;1.95;-4.09
695;-0.21;-0.17;1.02;8.18;3.30;-4.21
696;-0.21;-0.17;1.03;7.08;4.82;-4.21
697;-0.20;-0.18;1.04;5.98;5.62;-3.91
698;-0.20;-0.19;1.05;4.82;5.80;-3.36
699;-0.20;-0.19;1.06;2.99;5.68;-2.20
700;-0.20;-0.19;1.08;0.55;5.07;-1.40
701;-0.21;-0.17;1.09;-1.46;4.88;-0.98
702;-0.21;-0.16;1.10;-1.95;4.76;-0.61
703;-0.21;-0.16;1.10;-1.83;4.46;0.06
704;-0.21;-0.16;1.12;-1.59;3.78;0.67
705;-0.20;-0.15;1.13;-0.61;2.69;1.34
706;-0.20;-0.16;1.14;0.67;0.85;2.14
707;-0.19;-0.15;1.16;1.59;-1.22;2.75
708;-0.19;-0.15;1.19;2.81;-3.05;2.62
709;-0.19;-0.15;1.20;4.52;-4.64;1.89
710;-0.19;-0.16;1.20;6.41;-6.10;0.55
711;-0.20;-0.17;1.21;8.30;-7.57;-0.85
712;-0.20;-0.17;1.20;9.16;-9.46;-1.89
713;-0.20;-0.17;1.19;10.01;-11.72;-2.81
714;-0.20;-0.17;1.18;10.38;-14.40;-3.48
715;-0.20;-0.17;1.16;10.44;-17.09;-3.54
716;-0.20;-0.16;1.14;10.31;-19.71;-3.36
717;-0.20;-0.16;1.13;10.99;-22.34;-3.11
718;-0.21;-0.17;1.11;11.60;-24.84;-3.05
719;-0.22;-0.18;1.09;11.96;-26.73;-3.23
720;-0.23;-0.19;1.06;11.66;-28.32;-3.36
721;-0.23;-0.20;1.04;10.50;-29.48;-3.11
722;-0.24;-0.19;1.01;8.79;-30.15;-3.11
723;-0.25;-0.18;0.98;7.20;-30.76;-2.93
724;-0.25;-0.15;0.95;6.47;-31.07;-2.99
725;-0.26;-0.13;0.92;7.20;-31.25;-3.60
726;-0.27;-0.14;0.91;9.89;-31.43;-4.15
727;-0.24;-0.15;0.90;12.63;-32.23;-4.27
728;-0.48;-0.34;0.87;12.02;-18.01;8.00
729;-0.14;-0.15;0.86;1.34;1.46;7.14
730;-0.38;-0.27;0.80;2.81;-5.07;3.66
731;-0.37;-0.34;0.74;1.34;-1.46;6.71
732;-0.27;-0.21;0.71;-13.98;15.93;6.04
733;-0.20;-0.06;0.72;-21.73;24.54;8.06
734;-0.19;0.02;0.73;-16.54;23.68;4.52
735;-0.16;-0.01;0.71;-5.37;18.92;0.18
736;-0.18;-0.06;0.69;5.68;10.62;-2.75
737;-0.16;-0.09;0.68;10.93;4.39;-4.82
738;-0.16;-0.10;0.68;11.41;-0.49;-6.10
739;-0.15;-0.09;0.70;11.05;-4.58;-6.53
740;-0.15;-0.11;0.73;11.54;-8.12;-5.49
741;-0.13;-0.13;0.75;13.00;-10.19;-5.68
742;-0.14;-0.15;0.75;13.43;-10.56;-4.52
743;-0.13;-0.16;0.76;11.90;-10.25;-3.30
744;-0.13;-0.17;0.76;8.97;-10.01;-1.65
745;-0.14;-0.18;0.76;4.58;-8.48;-2.38
746;-0.15;-0.12;0.76;-0.67;-5.86;-1.40
747;-0.14;-0.12;0.75;-2.99;-4.03;1.89
748;-0.16;-0.12;0.76;-5.62;-1.46;3.54
749;-0.15;-0.06;0.77;-7.26;1.71;2.99
750;-0.15;-0.05;0.79;-5.00;4.27;2.08
751;-0.15;-0.06;0.79;-0.73;6.04;1.83
752;-0.14;-0.08;0.80;2.69;7.32;1.59
753;-0.13;-0.10;0.81;4.70;8.54;1.53
754;-0.11;-0.10;0.83;4.27;9.70;2.44
755;-0.10;-0.12;0.84;2.75;10.99;4.03
756;-0.11;-0.13;0.86;0.18;11.90;5.98
757;-0.12;-0.11;0.89;-2.75;12.76;8.30
758;-0.15;-0.09;0.91;-4.64;14.10;10.13
759;-0.17;-0.08;0.91;-4.64;15.14;11.23
760;-0.19;-0.07;0.90;-3.85;16.60;11.78
761;-0.20;-0.06;0.90;-2.44;18.01;11.54
762;-0.20;-0.06;0.92;-0.49;19.90;11.54
763;-0.20;-0.08;0.96;2.62;22.40;11.54
764;-0.21;-0.14;0.97;6.53;24.96;11.60
765;-0.22;-0.20;0.98;7.81;27.59;12.33
766;-0.23;-0.24;0.99;5.62;30.40;12.76
767;-0.26;-0.26;1.00;2.20;33.14;12.70
768;-0.31;-0.27;1.03;-1.65;36.50;12.33
769;-0.34;-0.26;1.03;-6.23;40.53;11.84
770;-0.35;-0.23;1.04;-9.64;44.68;11.78
771;-0.34;-0.19;1.08;-9.83;47.85;11.60
772;-0.34;-0.19;1.10;-6.23;48.83;11.41
773;-0.32;-0.22;1.12;-1.04;48.40;11.78
774;-0.30;-0.26;1.13;1.83;47.06;11.72
775;-0.29;-0.27;1.13;1.40;45.10;10.62
776;-0.28;-0.26;1.13;-0.98;42.72;9.34
777;-0.22;-0.22;1.14;-3.54;39.73;7.45
778;0.13;-0.12;1.17;-3.36;36.19;4.76
779;-0.49;-0.03;1.25;1.40;22.64;-23.68
780;-0.18;-0.31;1.24;8.42;8.61;-0.85
781;-0.14;-0.26;1.27;10.31;8.36;8.48
782;-0.21;-0.37;1.30;7.02;10.80;-4.03
783;-0.23;-0.26;1.32;-1.40;15.63;-14.04
784;-0.19;-0.26;1.34;-5.37;18.74;-7.20
785;-0.17;-0.20;1.35;-4.94;17.82;-4.03
786;-0.16;-0.19;1.36;-0.79;15.32;0.98
787;-0.15;-0.21;1.37;3.78;12.21;3.05
788;-0.14;-0.23;1.38;6.71;9.34;2.20
789;-0.14;-0.26;1.38;7.45;6.96;0.31
790;-0.13;-0.27;1.39;6.71;4.39;-2.20
791;-0.14;-0.27;1.38;6.29;1.46;-1.71
792;-0.14;-0.26;1.37;5.37;-0.24;0.73
793;-0.12;-0.25;1.35;4.52;-1.95;3.36
794;-0.15;-0.26;1.31;3.85;-3.23;2.75
795;-0.15;-0.22;1.27;1.53;-1.77;-0.24
796;-0.15;-0.20;1.25;-0.06;-3.05;2.20
797;-0.16;-0.21;1.22;-0.49;-4.33;5.68
798;-0.10;-0.19;1.21;-1.34;-4.15;7.75
799;-0.15;-0.19;1.20;-0.85;-5.49;4.27
800;-0.14;-0.12;1.20;1.28;-9.22;5.68
801;-0.09;-0.21;1.17;4.52;-10.38;5.07
802;-0.16;-0.17;1.16;2.44;-10.19;-10.62
803;-0.16;-0.14;1.14;1.83;-10.68;-15.56
804;-0.15;-0.09;1.12;5.31;-13.49;-13.37
805;-0.17;-0.13;1.10;12.51;-18.13;-8.61
806;-0.16;-0.18;1.08;17.70;-19.84;-4.58
807;-0.14;-0.20;1.07;18.86;-21.30;-4.70
808;-0.18;-0.24;1.06;19.23;-25.82;-5.19
809;-0.18;-0.24;1.03;17.03;-28.50;-4.94
810;-0.15;-0.23;1.01;13.37;-30.46;-5.68
811;-0.18;-0.22;0.99;10.44;-33.75;-8.91
812;-0.18;-0.19;0.96;7.69;-35.10;-12.02
813;-0.18;-0.16;0.94;5.92;-35.28;-13.37
814;-0.19;-0.15;0.93;6.10;-35.16;-14.10
815;-0.20;-0.14;0.92;7.87;-33.81;-13.24
816;-0.20;-0.15;0.91;9.83;-30.76;-11.41
817;-0.20;-0.17;0.90;10.38;-26.92;-8.36
818;-0.18;-0.18;0.88;8.67;-23.44;-5.25
819;-0.17;-0.17;0.87;5.92;-20.69;-4.03
820;-0.15;-0.15;0.86;2.93;-17.52;-4.33
821;-0.14;-0.13;0.85;2.38;-15.44;-5.49
822;-0.13;-0.12;0.83;3.05;-14.77;-6.59
823;-0.13;-0.13;0.82;4.15;-15.26;-7.69
824;-0.14;-0.13;0.82;4.94;-15.81;-8.30
825;-0.14;-0.13;0.80;5.19;-15.99;-8.97
826;-0.15;-0.13;0.79;4.52;-16.05;-9.03
827;-0.15;-0.13;0.78;4.03;-15.26;-8.54
828;-0.16;-0.12;0.78;3.85;-14.22;-7.69
829;-0.17;-0.14;0.78;4.39;-12.70;-7.20
830;-0.17;-0.17;0.77;4.52;-10.38;-6.96
831;-0.17;-0.17;0.77;2.81;-7.32;-6.77
832;-0.17;-0.18;0.76;0.06;-4.52;-6.41
833;-0.18;-0.17;0.75;-2.38;-2.14;-5.68
834;-0.18;-0.15;0.75;-4.03;0.12;-5.00
835;-0.19;-0.13;0.75;-4.88;1.95;-4.64
836;-0.21;-0.11;0.77;-4.76;3.48;-4.21
837;-0.21;-0.10;0.79;-3.23;5.25;-3.85
838;-0.21;-0.09;0.81;-1.04;7.26;-3.85
839;-0.21;-0.11;0.84;1.77;9.52;-4.21
840;-0.22;-0.12;0.86;3.48;12.02;-4.39
841;-0.22;-0.13;0.89;3.36;14.71;-3.91
842;-0.21;-0.14;0.92;1.89;17.33;-2.32
843;-0.21;-0.14;0.95;-0.12;20.02;0.31
844;-0.21;-0.14;0.99;-2.01;22.09;3.36
845;-0.20;-0.13;1.02;-2.99;23.25;6.16
846;-0.19;-0.14;1.06;-2.50;23.44;8.42
847;-0.18;-0.16;1.09;-1.16;22.58;10.01
848;-0.18;-0.17;1.12;-0.92;21.36;10.56
849;-0.18;-0.18;1.14;-0.73;20.02;10.31
850;-0.19;-0.19;1.15;-0.73;18.55;9.22
851;-0.19;-0.19;1.16;-0.73;17.52;7.63
852;-0.17;-0.16;1.17;-0.31;16.05;6.23
853;-0.14;-0.14;1.20;2.69;12.15;4.64
854;-0.14;-0.18;1.21;8.42;5.13;2.08
855;-0.18;-0.24;1.20;12.82;-1.16;-0.18
856;-0.21;-0.26;1.18;10.93;-3.97;-1.28
857;-0.23;-0.25;1.15;5.31;-3.85;-1.16
858;-0.23;-0.20;1.12;-0.67;-2.32;-0.18
859;-0.22;-0.16;1.09;-3.66;-1.04;0.18
860;-0.21;-0.14;1.06;-3.78;-0.37;-0.24
861;-0.21;-0.13;1.04;-1.95;0.61;-1.34
862;-0.21;-0.12;1.02;0.06;1.53;-2.14
863;-0.21;-0.14;1.00;2.56;2.08;-2.26
864;-0.21;-0.14;0.99;3.97;2.93;-1.77
865;-0.20;-0.12;0.98;4.52;4.03;-1.59
866;-0.20;-0.13;0.97;5.74;4.76;-0.98
867;-0.20;-0.14;0.96;7.14;4.94;-0.31
868;-0.19;-0.15;0.96;7.69;4.94;-0.24
869;-0.19;-0.15;0.97;8.00;5.25;-0.55
870;-0.18;-0.16;0.97;7.51;5.43;-1.10
871;-0.17;-0.16;0.98;6.90;4.88;-1.77
872;-0.17;-0.16;0.99;6.53;3.23;-2.14
873;-0.17;-0.17;0.99;6.35;1.22;-1.53
874;-0.17;-0.18;0.99;4.88;-0.49;-0.49
875;-0.18;-0.18;0.99;3.17;-1.22;0.61
876;-0.18;-0.17;1.00;1.89;-0.98;0.98
877;-0.18;-0.17;1.00;1.77;0.00;1.22
878;-0.18;-0.17;1.00;2.62;0.49;1.22
879;-0.19;-0.17;1.01;3.97;1.10;0.85
880;-0.19;-0.19;1.02;4.52;1.83;0.73
881;-0.19;-0.20;1.04;4.33;3.05;0.92
882;-0.19;-0.19;1.05;3.05;4.09;1.22
883;-0.19;-0.18;1.06;2.08;4.46;1.89
884;-0.19;-0.19;1.08;1.71;3.66;2.26
885;-0.19;-0.20;1.09;1.46;2.75;2.32
886;-0.20;-0.20;1.09;0.85;1.83;1.71
887;-0.20;-0.19;1.09;-0.31;1.46;0.67
888;-0.21;-0.18;1.10;-1.53;1.40;0.00
889;-0.20;-0.15;1.11;-2.26;0.00;0.37
890;-0.21;-0.17;1.13;-1.16;-2.56;0.92
891;-0.22;-0.17;1.15;-0.61;-4.27;1.89
892;-0.21;-0.18;1.17;0.37;-5.43;3.23
893;-0.21;-0.19;1.19;1.71;-6.04;3.91
894;-0.21;-0.19;1.22;2.99;-6.90;3.60
895;-0.21;-0.17;1.24;4.82;-8.12;1.46
896;-0.22;-0.17;1.25;8.30;-9.95;-1.34
897;-0.23;-0.18;1.24;12.39;-11.72;-3.78
898;-0.23;-0.19;1.23;14.95;-13.67;-5.00
899;-0.23;-0.21;1.22;15.81;-15.26;-5.55
900;-0.22;-0.22;1.21;14.77;-16.91;-5.19
901;-0.22;-0.21;1.19;12.51;-18.86;-4.21
902;-0.22;-0.20;1.17;10.38;-21.12;-3.30
903;-0.22;-0.20;1.15;9.22;-23.50;-2.01
904;-0.23;-0.19;1.12;7.93;-25.57;-1.34
905;-0.23;-0.19;1.09;7.32;-27.10;-1.04
906;-0.24;-0.20;1.05;6.59;-28.20;-0.55
907;-0.24;-0.18;1.02;4.70;-28.56;-0.24
908;-0.23;-0.15;0.98;3.42;-28.63;-0.24
909;-0.22;-0.11;0.94;4.82;-29.05;-1.40
910;-0.23;-0.10;0.91;9.46;-30.40;-3.48
911;-0.16;-0.11;0.89;15.38;-33.20;-5.00
912;-0.45;-0.35;0.82;16.42;-16.36;8.00
913;-0.12;-0.07;0.82;4.15;3.48;4.64
914;-0.26;-0.21;0.71;9.70;-7.63;3.23
915;-0.42;-0.40;0.64;10.31;-10.19;6.53
916;-0.24;-0.22;0.61;-12.08;12.02;4.46
917;-0.16;0.00;0.65;-24.90;24.35;5.13
918;-0.16;0.07;0.67;-15.08;22.83;-1.28
919;-0.15;-0.05;0.66;4.76;17.27;-5.25
920;-0.15;-0.15;0.63;18.86;9.09;-7.39
921;-0.11;-0.20;0.61;21.48;2.81;-7.69
922;-0.13;-0.19;0.61;18.31;-3.23;-8.30
923;-0.12;-0.15;0.63;14.47;-7.45;-8.42
924;-0.13;-0.14;0.65;14.65;-11.54;-8.24
925;-0.13;-0.17;0.67;17.82;-14.65;-7.26
926;-0.13;-0.21;0.69;19.47;-16.42;-5.92
927;-0.12;-0.22;0.71;17.64;-16.42;-4.70
928;-0.12;-0.23;0.73;14.28;-15.26;-4.46
929;-0.15;-0.23;0.75;9.70;-12.76;-5.25
930;-0.14;-0.21;0.77;4.70;-8.91;-3.54
931;-0.12;-0.18;0.78;0.73;-6.16;-1.34
932;-0.13;-0.18;0.79;-3.05;-1.40;-0.92
933;-0.11;-0.12;0.81;-7.45;5.07;-0.55
934;-0.09;-0.08;0.82;-8.61;8.79;-0.61
935;-0.10;-0.07;0.84;-5.07;9.64;-2.14
936;-0.12;-0.08;0.85;-0.37;9.22;-3.85
937;-0.12;-0.08;0.85;3.78;8.06;-4.70
938;-0.13;-0.10;0.84;7.51;6.23;-5.00
939;-0.12;-0.11;0.85;8.91;4.52;-4.64
940;-0.13;-0.13;0.87;7.63;4.64;-3.91
941;-0.13;-0.12;0.89;5.55;5.98;-3.17
942;-0.14;-0.08;0.92;2.50;8.61;-2.62
943;-0.17;-0.07;0.94;1.10;12.08;-2.32
944;-0.20;-0.08;0.96;1.40;16.05;-0.43
945;-0.23;-0.11;0.95;1.65;20.51;3.23
946;-0.25;-0.17;0.95;0.61;24.17;7.75
947;-0.26;-0.18;0.94;-3.78;26.98;12.94
948;-0.26;-0.18;0.93;-9.95;28.63;17.40
949;-0.28;-0.21;0.93;-13.98;28.93;20.39
950;-0.29;-0.23;0.94;-17.88;29.36;22.52
951;-0.31;-0.24;0.97;-20.69;30.88;23.25
