Index;ax;ay;az;gx;gy;gz
485;-0.20;0.32;0.97;-0.37;-4.76;24.72
486;-0.19;0.29;0.98;4.64;-3.05;26.43
487;-0.19;0.25;0.98;9.58;-0.73;27.53
488;-0.18;0.23;0.99;13.24;2.14;27.89
489;-0.17;0.20;1.00;15.69;4.46;28.56
490;-0.17;0.17;1.00;17.46;5.80;30.46
491;-0.18;0.12;0.99;17.94;6.90;32.17
492;-0.17;0.10;1.00;16.85;7.93;34.06
493;-0.17;0.06;1.00;14.95;8.18;36.50
494;-0.18;0.04;1.00;11.84;8.54;38.64
495;-0.18;0.05;1.00;8.42;7.87;42.18
496;-0.19;0.03;0.99;6.41;7.26;47.97
497;-0.18;0.01;0.98;4.88;6.84;52.43
498;-0.18;0.01;0.98;2.50;6.96;52.25
499;-0.18;0.01;0.97;1.10;5.55;49.93
500;-0.18;-0.00;0.99;0.98;4.09;48.10
501;-0.16;-0.01;1.01;1.77;3.91;46.75
502;-0.15;-0.02;1.02;4.64;4.52;44.37
503;-0.13;-0.05;1.04;9.52;4.70;41.26
504;-0.14;-0.09;1.05;14.83;4.88;36.44
505;-0.12;-0.12;1.04;18.49;5.86;33.63
506;-0.12;-0.15;1.04;20.39;5.80;31.56
507;-0.11;-0.17;1.03;19.65;4.88;30.09
508;-0.12;-0.19;1.02;17.52;3.23;28.50
509;-0.12;-0.20;1.02;14.65;1.10;27.59
510;-0.12;-0.21;1.02;11.23;-0.98;26.67
511;-0.12;-0.21;1.03;7.63;-1.71;25.39
512;-0.12;-0.21;1.03;4.64;-1.71;23.38
513;-0.11;-0.20;1.04;2.32;-0.85;20.81
514;-0.11;-0.18;1.04;1.22;0.61;17.64
515;-0.09;-0.16;1.03;1.22;1.95;14.65
516;-0.10;-0.16;1.02;2.87;1.83;9.77
517;-0.10;-0.16;1.02;4.03;1.89;4.88
518;-0.11;-0.16;1.00;4.88;1.89;0.49
519;-0.11;-0.15;1.01;4.52;1.77;-2.62
520;-0.11;-0.13;1.01;3.72;1.77;-3.97
521;-0.11;-0.12;1.01;3.30;1.10;-4.82
522;-0.12;-0.12;1.02;2.38;0.49;-5.74
523;-0.13;-0.10;1.02;0.55;0.67;-6.71
524;-0.14;-0.07;1.01;-1.65;1.40;-7.75
525;-0.14;-0.04;1.01;-3.54;2.38;-9.22
526;-0.15;-0.01;1.01;-4.64;3.60;-10.93
527;-0.14;0.02;1.01;-4.09;4.58;-12.82
528;-0.14;0.04;1.02;-2.50;5.62;-15.14
529;-0.15;0.04;1.02;0.31;6.59;-17.70
530;-0.15;0.03;1.01;2.81;6.77;-20.02
531;-0.16;0.03;1.01;4.09;6.59;-22.03
532;-0.16;0.02;1.01;4.76;6.71;-21.97
533;-0.16;0.02;1.00;4.70;6.53;-20.14
534;-0.16;0.02;1.00;3.05;5.43;-18.49
535;-0.15;0.03;1.01;1.10;4.46;-16.78
536;-0.15;0.04;1.02;-0.73;2.87;-14.04
537;-0.14;0.06;1.04;-3.17;1.95;-10.07
538;-0.14;0.06;1.05;-5.25;0.49;-5.80
539;-0.13;0.07;1.05;-7.39;-0.67;-2.20
540;-0.13;0.09;1.06;-8.97;-1.46;-0.79
541;-0.13;0.13;1.06;-8.91;-1.46;-1.28
542;-0.11;0.17;1.06;-6.47;-1.40;-2.99
543;-0.10;0.21;1.06;-1.77;-1.22;-4.70
544;-0.10;0.22;1.04;4.33;-1.34;-6.41
545;-0.10;0.22;1.04;9.03;-1.71;-8.12
546;-0.12;0.23;1.02;11.72;-1.77;-9.89
547;-0.14;0.24;1.01;13.24;-1.77;-10.25
548;-0.17;0.24;1.00;14.71;-2.50;-9.89
549;-0.19;0.21;0.98;16.05;-3.48;-9.03
550;-0.23;0.21;0.97;15.75;-4.52;-6.71
551;-0.23;0.20;0.96;12.15;-6.10;-1.10
552;-0.22;0.20;0.95;7.14;-7.20;6.04
553;-0.23;0.22;0.96;1.59;-7.39;12.15
554;-0.24;0.22;0.96;-1.40;-7.57;17.03
555;-0.25;0.23;0.98;-2.44;-6.84;21.24
556;-0.25;0.25;0.99;-1.83;-5.19;24.72
557;-0.27;0.24;0.99;0.24;-2.99;27.10
558;-0.27;0.24;0.99;2.56;-0.12;28.81
559;-0.25;0.23;1.00;4.58;2.32;29.85
560;-0.25;0.22;1.01;6.90;4.46;30.33
561;-0.22;0.20;1.02;9.64;6.65;32.59
562;-0.22;0.17;1.03;12.21;7.75;36.19
563;-0.20;0.15;1.03;13.49;8.73;41.75
564;-0.19;0.12;1.03;13.79;8.79;48.71
565;-0.19;0.08;1.03;12.08;8.67;56.58
566;-0.19;0.07;1.03;7.08;8.42;64.76
567;-0.17;0.06;1.03;1.34;8.18;71.84
568;-0.17;0.08;1.03;-3.97;7.26;76.23
569;-0.13;0.11;1.02;-7.87;6.65;78.49
570;-0.13;0.13;1.01;-7.63;3.97;77.03
571;-0.12;0.12;1.01;-3.85;1.34;75.07
572;-0.12;0.08;1.01;0.92;-0.55;73.61
573;-0.11;0.04;1.01;5.43;-0.67;73.18
574;-0.09;-0.00;1.02;8.91;0.24;73.49
575;-0.09;-0.06;1.03;10.99;0.79;73.12
576;-0.10;-0.10;1.02;10.50;2.08;72.02
577;-0.09;-0.12;1.01;7.63;3.78;70.98
578;-0.09;-0.14;1.01;4.21;4.15;70.25
579;-0.09;-0.15;1.01;1.22;3.91;69.27
580;-0.09;-0.16;1.01;-0.92;3.05;67.38
581;-0.07;-0.18;1.03;-1.65;2.62;65.92
582;-0.05;-0.18;1.04;-1.10;2.26;64.09
583;-0.04;-0.20;1.05;1.77;1.95;60.91
584;-0.04;-0.24;1.05;4.64;2.20;57.37
585;-0.04;-0.27;1.04;6.10;3.11;54.26
586;-0.04;-0.29;1.03;6.47;3.91;51.88
587;-0.03;-0.32;1.03;5.19;4.46;50.42
588;-0.02;-0.36;1.04;3.30;4.21;48.03
589;-0.02;-0.40;1.05;0.98;4.39;44.07
590;-0.01;-0.44;1.06;-2.08;5.31;39.61
591;0.00;-0.47;1.06;-5.55;6.35;35.16
592;0.01;-0.46;1.06;-8.85;6.84;30.03
593;0.02;-0.45;1.06;-10.80;6.35;24.41
594;0.03;-0.42;1.06;-11.17;4.82;18.55
595;0.04;-0.38;1.05;-9.22;2.38;11.29
596;0.05;-0.36;1.05;-5.80;-1.16;2.81
597;0.04;-0.36;1.05;-1.95;-3.91;-4.88
598;0.05;-0.36;1.07;0.43;-5.25;-12.08
599;0.06;-0.34;1.09;1.83;-5.74;-18.92
600;0.07;-0.33;1.10;2.87;-5.74;-25.21
601;0.07;-0.32;1.10;4.21;-5.19;-31.07
602;0.07;-0.31;1.10;4.94;-4.70;-36.38
603;0.06;-0.29;1.09;4.70;-4.33;-40.59
604;0.05;-0.27;1.08;3.91;-3.78;-44.01
605;0.04;-0.25;1.07;2.50;-3.78;-46.81
606;0.03;-0.23;1.07;0.49;-4.21;-48.83
607;0.02;-0.21;1.06;-0.73;-4.39;-49.68
608;0.00;-0.19;1.05;-0.31;-4.33;-49.01
609;0.00;-0.18;1.04;0.24;-4.64;-47.55
610;-0.02;-0.19;1.02;0.00;-6.29;-46.51
611;-0.04;-0.16;1.01;-2.26;-8.42;-45.41
612;-0.06;-0.13;1.00;-6.10;-10.19;-44.62
613;-0.08;-0.10;1.00;-9.64;-10.93;-45.53
614;-0.10;-0.06;1.00;-11.78;-10.13;-45.41
615;-0.10;-0.04;1.00;-11.96;-8.73;-45.72
616;-0.09;-0.02;1.00;-10.86;-7.57;-47.00
617;-0.11;-0.02;0.99;-9.34;-8.06;-50.11
618;-0.14;-0.02;1.00;-7.93;-8.06;-53.34
619;-0.15;-0.01;1.01;-6.10;-6.47;-53.96
620;-0.14;0.00;1.02;-3.60;-5.68;-53.89
621;-0.15;-0.02;1.03;-0.98;-4.76;-56.34
622;-0.17;-0.02;1.03;0.12;-2.20;-60.61
623;-0.16;-0.01;1.02;-0.43;0.61;-63.54
624;-0.17;0.01;1.01;-2.50;2.44;-66.77
625;-0.15;0.04;1.01;-5.62;4.33;-70.13
626;-0.18;0.09;1.01;-7.87;4.58;-74.83
627;-0.18;0.14;1.02;-8.00;5.49;-77.27
628;-0.18;0.15;1.02;-4.94;5.43;-77.58
629;-0.19;0.15;1.01;-1.04;4.33;-78.43
630;-0.20;0.15;0.99;0.49;2.62;-79.22
631;-0.22;0.16;0.98;0.06;0.85;-80.81
632;-0.22;0.18;0.97;-2.14;0.06;-80.08
633;-0.22;0.21;0.97;-5.25;-0.18;-77.64
634;-0.23;0.26;0.96;-7.63;-0.79;-75.38
635;-0.21;0.32;0.96;-9.40;-0.24;-72.81
636;-0.18;0.35;0.96;-9.09;0.67;-70.80
637;-0.22;0.36;0.96;-7.93;0.67;-71.17
638;-0.21;0.41;0.97;-8.30;1.89;-68.60
639;-0.20;0.43;0.97;-6.41;0.67;-64.82
640;-0.21;0.42;0.98;-3.48;-1.28;-60.42
641;-0.21;0.41;0.98;-2.20;-3.17;-54.26
642;-0.21;0.43;0.98;-3.66;-5.00;-48.65
643;-0.20;0.48;0.98;-5.98;-6.53;-43.95
644;-0.18;0.51;0.98;-7.45;-8.24;-39.31
645;-0.17;0.55;0.99;-7.02;-9.28;-35.22
646;-0.17;0.59;0.99;-5.19;-9.46;-32.23
647;-0.15;0.59;0.99;-0.85;-9.95;-29.24
648;-0.17;0.56;1.00;3.91;-9.46;-26.79
649;-0.17;0.53;1.01;7.57;-8.00;-22.77
650;-0.17;0.48;1.00;10.07;-7.32;-16.66
651;-0.19;0.44;0.99;10.19;-6.96;-11.29
652;-0.19;0.41;0.98;8.24;-6.59;-5.25
653;-0.20;0.38;0.97;6.04;-7.20;0.98
654;-0.21;0.35;0.96;3.54;-8.12;7.08
655;-0.21;0.35;0.96;2.01;-9.09;12.45
656;-0.21;0.33;0.95;1.46;-10.80;17.33
657;-0.22;0.30;0.95;1.83;-12.15;21.36
658;-0.24;0.28;0.95;2.81;-12.76;24.48
659;-0.24;0.27;0.95;4.09;-12.15;26.67
660;-0.24;0.25;0.95;5.86;-10.68;28.26
661;-0.24;0.23;0.95;8.42;-8.61;29.17
662;-0.24;0.20;0.95;11.11;-6.35;30.15
663;-0.23;0.18;0.96;13.79;-3.42;31.56
664;-0.22;0.15;0.97;16.11;-0.12;32.65
665;-0.20;0.14;0.97;17.40;2.93;34.06
666;-0.19;0.10;0.98;18.37;5.98;35.77
667;-0.19;0.07;0.99;18.01;8.73;35.34
668;-0.18;0.06;0.99;16.97;10.38;36.07
669;-0.18;0.03;1.00;16.05;10.25;39.00
670;-0.17;0.01;0.99;14.53;9.46;44.19
671;-0.17;-0.02;0.99;11.72;8.67;46.02
672;-0.16;-0.02;1.00;7.69;8.00;45.35
673;-0.15;-0.02;1.01;4.94;7.45;44.43
674;-0.15;-0.02;1.02;4.03;7.32;42.54
675;-0.13;-0.03;1.02;4.64;7.69;40.34
676;-0.14;-0.04;1.02;7.02;8.00;36.01
677;-0.13;-0.06;1.02;9.52;9.09;33.69
678;-0.13;-0.07;1.02;11.66;9.95;31.68
679;-0.12;-0.08;1.02;13.55;11.35;29.54
680;-0.12;-0.11;1.02;14.04;12.02;27.89
681;-0.13;-0.12;1.02;13.67;12.39;26.00
682;-0.12;-0.13;1.02;13.24;13.06;24.66
683;-0.11;-0.14;1.02;12.51;13.18;22.89
684;-0.10;-0.15;1.03;11.96;13.37;21.18
685;-0.08;-0.16;1.04;11.90;13.55;19.53
686;-0.07;-0.16;1.05;11.78;12.63;18.86
687;-0.06;-0.19;1.05;11.54;10.31;18.62
688;-0.06;-0.20;1.05;9.40;7.87;18.49
689;-0.06;-0.19;1.04;4.76;6.59;18.19
690;-0.06;-0.17;1.04;-0.18;6.10;16.42
691;-0.07;-0.13;1.04;-3.78;6.04;12.70
692;-0.07;-0.10;1.04;-5.43;5.80;8.42
693;-0.09;-0.09;1.04;-5.31;5.62;4.64
694;-0.09;-0.08;1.04;-4.94;5.25;1.28
695;-0.09;-0.06;1.04;-4.58;4.82;-1.53
696;-0.09;-0.03;1.04;-4.21;3.78;-3.48
697;-0.09;-0.02;1.05;-2.93;2.20;-5.13
698;-0.09;-0.01;1.05;-1.89;0.43;-6.77
699;-0.10;-0.02;1.05;-1.34;-0.98;-7.69
700;-0.10;0.01;1.05;-1.83;-2.01;-7.57
701;-0.11;0.00;1.05;-2.20;-2.50;-7.32
702;-0.11;0.03;1.05;-2.81;-2.56;-7.75
703;-0.11;0.05;1.05;-3.17;-1.46;-9.34
704;-0.13;0.06;1.05;-2.32;-0.18;-11.66
705;-0.14;0.07;1.05;-1.10;0.61;-13.49
706;-0.15;0.08;1.05;-0.85;1.22;-15.14
707;-0.15;0.12;1.04;-0.79;1.77;-15.93
708;-0.15;0.14;1.04;0.18;1.34;-15.63
709;-0.16;0.16;1.02;1.53;-0.06;-14.71
710;-0.18;0.16;1.01;2.32;-2.26;-13.79
711;-0.19;0.16;1.00;2.14;-4.15;-12.57
712;-0.21;0.17;0.99;0.67;-5.25;-11.35
713;-0.22;0.19;0.98;-2.08;-5.68;-8.36
714;-0.24;0.20;0.97;-4.70;-6.04;-5.07
715;-0.25;0.23;0.97;-6.90;-6.23;-2.20
716;-0.26;0.27;0.96;-8.91;-5.55;0.00
717;-0.27;0.29;0.95;-9.34;-4.52;1.95
718;-0.27;0.34;0.94;-8.85;-2.87;3.85
719;-0.25;0.39;0.93;-6.71;-1.71;4.70
720;-0.25;0.40;0.92;-1.83;-1.89;5.37
721;-0.26;0.40;0.91;4.76;-2.14;6.16
722;-0.29;0.37;0.91;10.50;-2.14;7.87
723;-0.30;0.33;0.91;14.16;-1.04;10.50
724;-0.31;0.30;0.93;15.50;0.61;13.67
725;-0.32;0.29;0.94;14.47;3.60;18.07
726;-0.31;0.30;0.95;12.21;7.39;21.91
727;-0.28;0.32;0.96;10.56;10.93;25.76
728;-0.23;0.33;0.97;10.50;14.04;29.54
729;-0.19;0.32;0.99;12.33;16.11;33.57
730;-0.16;0.28;1.00;14.65;16.66;37.05
731;-0.13;0.24;1.01;16.17;16.66;41.93
732;-0.12;0.19;1.01;16.91;15.56;47.67
733;-0.11;0.14;1.02;16.11;13.85;53.41
734;-0.10;0.11;1.03;13.24;11.78;60.06
735;-0.07;0.07;1.03;9.77;10.01;67.20
736;-0.08;0.01;1.05;6.35;7.75;73.00
737;-0.06;-0.01;1.07;2.32;7.20;78.74
738;-0.06;-0.03;1.08;0.31;6.59;82.52
739;-0.06;-0.06;1.08;-0.55;6.84;84.78
740;-0.07;-0.08;1.07;-1.22;7.57;85.94
741;-0.05;-0.10;1.07;-2.14;8.97;85.75
742;-0.02;-0.09;1.07;-2.69;10.31;84.41
743;0.00;-0.09;1.07;-0.85;10.31;81.24
744;0.01;-0.13;1.08;3.17;9.09;77.51
745;0.03;-0.16;1.10;7.32;8.67;73.55
746;0.04;-0.19;1.11;11.41;8.06;69.52
747;0.05;-0.22;1.12;15.20;6.84;66.10
748;0.06;-0.26;1.11;17.58;5.00;62.01
749;0.05;-0.29;1.09;18.07;2.32;57.13
750;0.04;-0.31;1.08;16.66;0.12;52.00
751;0.03;-0.33;1.07;14.10;-1.22;47.42
752;0.02;-0.33;1.07;11.29;-0.85;45.23
753;0.04;-0.35;1.07;9.03;-0.12;44.68
754;0.04;-0.37;1.07;7.20;0.24;42.97
755;0.05;-0.38;1.07;3.85;1.22;39.98
756;0.04;-0.38;1.06;-0.18;2.14;36.19
757;0.05;-0.36;1.05;-3.97;2.99;33.02
758;0.06;-0.33;1.03;-6.04;1.95;29.54
759;0.06;-0.30;1.03;-6.04;-0.37;24.48
760;0.06;-0.28;1.02;-3.85;-3.36;17.76
761;0.06;-0.29;1.03;0.18;-6.10;11.11
762;0.06;-0.31;1.05;4.46;-8.12;5.00
763;0.05;-0.33;1.06;8.30;-8.85;-0.37
764;0.05;-0.35;1.06;10.19;-8.06;-5.19
765;0.04;-0.35;1.06;10.07;-6.29;-10.44
766;0.03;-0.34;1.06;8.54;-4.64;-15.93
767;0.02;-0.33;1.05;6.71;-3.23;-20.94
768;0.02;-0.33;1.04;4.33;-2.20;-25.51
769;0.01;-0.31;1.04;0.92;-1.71;-30.46
770;-0.00;-0.28;1.04;-2.08;-1.89;-35.34
771;-0.01;-0.25;1.03;-3.85;-2.32;-39.37
772;-0.01;-0.22;1.02;-4.46;-2.50;-43.03
773;-0.02;-0.18;1.02;-4.39;-3.05;-47.61
774;-0.03;-0.16;1.01;-3.11;-3.36;-53.22
775;-0.05;-0.12;1.02;-1.10;-3.30;-59.57
776;-0.06;-0.10;1.02;1.77;-2.69;-63.35
777;-0.07;-0.10;1.03;5.68;-1.59;-65.25
778;-0.08;-0.12;1.03;8.91;0.79;-65.12
779;-0.08;-0.12;1.02;9.52;4.09;-61.89
780;-0.08;-0.12;1.01;8.24;7.02;-58.29
781;-0.08;-0.11;1.00;6.04;9.09;-54.81
782;-0.10;-0.11;1.00;2.32;8.61;-52.43
783;-0.15;-0.12;0.99;-2.56;7.14;-51.21
784;-0.17;-0.11;1.00;-9.64;8.12;-48.58
785;-0.16;-0.06;1.01;-16.17;8.18;-46.02
786;-0.14;-0.04;1.02;-19.04;6.96;-45.47
787;-0.14;-0.00;1.04;-19.90;6.35;-50.11
788;-0.13;0.04;1.04;-18.92;6.35;-55.36
789;-0.13;0.05;1.03;-15.69;4.52;-61.22
790;-0.14;0.07;1.02;-12.39;2.14;-67.81
791;-0.15;0.09;1.00;-9.03;-0.61;-74.16
792;-0.18;0.10;1.00;-5.49;-2.62;-78.37
793;-0.17;0.10;0.99;-2.14;-4.33;-78.12
794;-0.18;0.09;0.98;0.18;-6.71;-77.27
795;-0.17;0.08;0.98;0.43;-8.48;-76.11
796;-0.19;0.07;0.98;-1.40;-10.50;-75.68
797;-0.18;0.11;0.97;-6.04;-9.89;-74.65
798;-0.16;0.17;0.98;-10.38;-7.57;-73.61
799;-0.14;0.22;0.99;-11.66;-5.55;-72.69
800;-0.14;0.26;0.99;-9.95;-4.21;-73.06
801;-0.13;0.28;0.99;-6.47;-2.75;-72.75
802;-0.12;0.30;0.99;-3.11;-1.95;-73.06
803;-0.14;0.30;0.99;-0.18;-2.01;-74.34
804;-0.16;0.31;0.99;2.01;-1.22;-74.28
805;-0.16;0.31;0.98;4.27;-0.92;-71.04
806;-0.16;0.32;0.97;6.35;-2.26;-68.12
807;-0.14;0.36;0.97;7.32;-3.66;-65.25
808;-0.13;0.39;0.97;9.16;-4.82;-62.50
809;-0.14;0.40;0.97;11.11;-6.53;-59.45
810;-0.14;0.43;0.99;11.60;-8.18;-57.19
811;-0.15;0.45;1.00;11.60;-9.03;-54.81
812;-0.16;0.45;1.00;12.57;-9.22;-51.39
813;-0.17;0.45;1.00;13.67;-8.85;-47.30
814;-0.15;0.46;1.00;13.49;-8.00;-43.03
815;-0.16;0.47;1.00;13.00;-7.14;-39.55
816;-0.14;0.47;1.01;12.88;-5.62;-33.94
817;-0.15;0.44;1.01;13.43;-5.19;-28.20
818;-0.15;0.42;1.01;12.82;-4.94;-22.16
819;-0.16;0.38;1.01;11.66;-4.52;-15.14
820;-0.17;0.35;1.00;8.42;-4.39;-8.61
821;-0.18;0.32;0.99;3.48;-4.27;-1.77
822;-0.18;0.31;0.99;-1.89;-4.46;5.74
823;-0.19;0.31;0.99;-6.71;-4.21;13.37
824;-0.18;0.32;0.99;-10.01;-3.54;21.06
825;-0.17;0.32;0.99;-10.80;-2.93;26.86
826;-0.17;0.31;1.00;-9.58;-2.08;30.88
827;-0.15;0.32;1.01;-6.47;-0.98;33.57
828;-0.14;0.30;1.01;-1.04;-0.31;34.36
829;-0.14;0.27;1.01;4.52;-0.06;34.48
830;-0.14;0.24;1.01;9.34;0.00;34.67
831;-0.13;0.19;1.01;13.00;0.12;35.77
832;-0.13;0.15;1.02;15.38;0.43;35.89
833;-0.13;0.11;1.02;15.87;0.37;36.68
834;-0.13;0.07;1.03;15.44;0.55;40.16
835;-0.13;0.03;1.03;14.10;0.73;44.43
836;-0.11;0.01;1.03;10.86;1.59;47.42
837;-0.10;0.00;1.03;6.71;1.16;48.34
838;-0.12;-0.01;1.03;3.23;-0.18;49.13
839;-0.11;-0.00;1.03;0.12;-0.98;51.82
840;-0.12;0.00;1.03;-1.34;-2.01;52.55
841;-0.12;-0.01;1.03;-1.28;-3.05;52.12
842;-0.13;-0.02;1.03;0.12;-3.66;51.70
843;-0.13;-0.03;1.03;1.71;-3.54;50.90
844;-0.13;-0.04;1.03;3.91;-3.11;50.48
845;-0.11;-0.06;1.03;6.29;-2.56;49.26
846;-0.13;-0.09;1.03;9.03;-1.95;45.53
847;-0.12;-0.10;1.03;9.95;0.24;42.79
848;-0.11;-0.11;1.03;10.68;2.08;40.04
849;-0.11;-0.13;1.03;11.35;3.36;36.44
850;-0.11;-0.13;1.03;11.11;4.39;32.04
851;-0.10;-0.13;1.02;11.23;5.07;27.71
852;-0.10;-0.14;1.02;12.33;5.07;22.16
853;-0.11;-0.15;1.02;12.82;5.25;16.54
854;-0.09;-0.14;1.01;13.06;5.49;11.78
855;-0.11;-0.15;1.01;14.47;5.13;8.61
856;-0.10;-0.17;1.01;15.93;4.58;8.24
857;-0.10;-0.18;1.01;15.93;2.62;8.48
858;-0.10;-0.19;1.00;14.10;0.61;7.93
859;-0.11;-0.18;1.00;10.50;-1.10;6.84
860;-0.12;-0.16;1.01;5.98;-2.14;5.68
861;-0.12;-0.14;1.01;2.50;-2.75;5.13
862;-0.13;-0.13;1.01;0.43;-3.36;4.09
863;-0.12;-0.11;1.01;-1.77;-3.42;2.20
864;-0.13;-0.08;1.01;-2.56;-1.83;-0.49
865;-0.13;-0.05;1.01;-2.08;0.61;-2.75
866;-0.14;-0.05;1.00;-0.31;2.56;-4.46
867;-0.15;-0.05;1.01;1.22;4.58;-6.59
868;-0.15;-0.04;1.01;2.20;6.47;-8.61
869;-0.14;-0.03;1.01;2.99;7.69;-10.07
870;-0.13;-0.02;1.02;4.39;8.18;-12.15
871;-0.12;-0.03;1.02;6.10;8.06;-14.40
872;-0.11;-0.03;1.03;6.96;7.26;-16.72
873;-0.12;-0.04;1.03;7.57;5.92;-19.23
874;-0.13;-0.05;1.02;7.63;4.33;-18.68
875;-0.13;-0.05;1.02;5.98;1.46;-16.66
876;-0.13;-0.04;1.01;3.05;-1.28;-14.71
877;-0.14;-0.02;1.02;-0.43;-3.78;-13.06
878;-0.13;-0.00;1.02;-3.42;-5.68;-11.84
879;-0.14;0.02;1.02;-5.19;-6.29;-11.35
880;-0.15;0.04;1.03;-6.23;-5.43;-10.01
881;-0.15;0.04;1.03;-5.74;-3.85;-8.36
882;-0.14;0.07;1.04;-4.70;-1.28;-7.20
883;-0.13;0.08;1.04;-2.87;0.79;-8.00
884;-0.13;0.09;1.04;-0.49;2.56;-10.44
885;-0.13;0.09;1.04;2.50;3.60;-11.54
886;-0.13;0.08;1.04;5.13;3.54;-12.21
887;-0.13;0.09;1.03;6.47;3.05;-12.08
888;-0.14;0.08;1.02;7.39;2.08;-10.99
889;-0.15;0.07;1.01;6.59;0.73;-9.16
890;-0.16;0.08;1.00;4.03;-0.18;-6.84
891;-0.16;0.11;1.01;0.79;-0.49;-4.76
892;-0.15;0.15;1.01;-0.85;-0.49;-3.30
893;-0.13;0.18;1.02;-0.24;-0.61;-1.71
894;-0.13;0.20;1.02;1.77;-0.55;-0.92
895;-0.13;0.21;1.01;4.52;-0.79;-1.46
896;-0.14;0.22;1.00;8.06;-1.10;-2.26
897;-0.17;0.21;0.99;12.57;-2.20;-2.56
898;-0.19;0.20;0.98;14.53;-3.66;-0.67
899;-0.20;0.20;0.97;14.10;-4.82;2.69
900;-0.21;0.19;0.97;11.60;-5.13;5.74
901;-0.23;0.21;0.97;8.54;-4.94;8.54
902;-0.23;0.23;0.96;5.31;-4.21;10.74
903;-0.25;0.24;0.96;3.66;-2.69;12.70
904;-0.26;0.24;0.94;3.66;-0.67;15.08
905;-0.26;0.22;0.94;4.15;1.16;18.55
906;-0.26;0.19;0.97;5.62;3.54;22.77
907;-0.25;0.15;0.99;6.59;6.96;28.32
908;-0.22;0.13;1.01;6.59;10.99;34.48
909;-0.21;0.13;1.02;5.74;14.65;37.90
910;-0.19;0.12;1.03;4.33;17.70;40.65
911;-0.18;0.13;1.03;2.50;19.35;42.48
912;-0.16;0.14;1.03;2.08;19.65;43.52
913;-0.14;0.12;1.03;2.62;18.31;45.10
914;-0.14;0.10;1.03;2.69;14.95;45.72
915;-0.13;0.09;1.04;2.01;11.47;46.14
916;-0.12;0.08;1.05;0.98;7.32;47.00
917;-0.12;0.09;1.05;0.12;2.99;47.00
918;-0.12;0.09;1.05;0.49;-0.12;47.18
919;-0.15;0.07;1.05;1.40;-2.01;48.03
920;-0.13;0.06;1.05;1.89;-2.20;50.54
921;-0.13;0.03;1.05;1.95;-1.40;53.22
922;-0.13;0.00;1.06;0.67;0.79;56.58
923;-0.10;-0.01;1.08;-1.59;4.15;60.12
924;-0.08;-0.01;1.08;-3.36;7.93;63.17
925;-0.05;-0.02;1.08;-4.03;10.74;65.19
926;-0.05;-0.04;1.08;-3.91;11.84;66.04
927;-0.02;-0.06;1.09;-2.93;12.27;66.83
928;-0.01;-0.08;1.09;-1.22;10.31;66.28
929;0.00;-0.12;1.08;0.31;6.71;65.00
930;-0.01;-0.14;1.08;1.28;2.69;61.95
931;-0.00;-0.14;1.07;2.01;-0.98;58.17
932;0.00;-0.15;1.06;4.09;-4.46;54.63
933;-0.00;-0.18;1.06;6.65;-7.63;51.03
934;-0.01;-0.21;1.06;8.91;-9.83;47.12
935;-0.01;-0.25;1.05;9.16;-10.25;44.49
936;-0.02;-0.28;1.05;7.69;-9.70;43.21
937;-0.02;-0.30;1.04;5.00;-8.18;42.79
938;-0.02;-0.30;1.03;1.83;-6.10;42.30
939;-0.01;-0.31;1.03;-0.79;-4.94;40.22
940;-0.01;-0.30;1.03;-2.93;-3.66;37.11
941;-0.00;-0.30;1.02;-4.58;-2.26;33.81
942;-0.00;-0.30;1.02;-4.82;-1.65;30.76
943;0.00;-0.29;1.01;-4.70;-1.83;27.77
944;0.01;-0.28;1.01;-3.85;-2.81;24.11
945;0.02;-0.28;1.00;-1.71;-4.52;19.41
946;0.02;-0.28;1.00;0.98;-6.65;14.16
947;0.01;-0.28;0.99;2.56;-8.85;9.28
948;-0.00;-0.29;0.99;3.97;-9.95;4.09
949;-0.01;-0.30;0.98;4.70;-10.07;-1.65
950;-0.04;-0.30;0.99;4.27;-8.97;-6.59
951;-0.04;-0.28;0.99;3.23;-6.84;-11.35
952;-0.05;-0.27;1.00;3.11;-4.39;-15.38
953;-0.06;-0.26;1.00;3.23;-1.71;-18.55
954;-0.06;-0.25;1.00;4.03;1.10;-21.91
955;-0.06;-0.23;1.00;4.64;3.97;-24.66
956;-0.05;-0.21;1.00;5.92;5.98;-26.98
957;-0.06;-0.18;0.99;7.93;7.08;-28.81
958;-0.06;-0.17;0.99;10.50;6.90;-29.79
959;-0.06;-0.17;0.99;11.29;6.23;-30.03
960;-0.07;-0.17;1.00;10.99;5.80;-30.33
961;-0.07;-0.18;1.02;9.70;5.92;-30.03
962;-0.07;-0.18;1.04;6.47;8.06;-28.75
963;-0.06;-0.17;1.06;2.75;10.99;-27.77
964;-0.06;-0.16;1.07;-0.31;13.00;-27.83
965;-0.06;-0.16;1.07;-3.42;13.79;-28.02
966;-0.04;-0.14;1.06;-6.23;13.55;-30.03
967;-0.03;-0.12;1.07;-8.06;12.15;-34.85
968;-0.03;-0.10;1.07;-7.75;10.25;-40.53
969;-0.00;-0.06;1.08;-5.98;7.87;-46.39
970;-0.02;-0.04;1.09;-1.95;5.00;-54.14
971;-0.04;-0.04;1.10;2.20;3.23;-58.84
